Date           Open    High    Low     Close   Volume        Vol in 1Adj Close
      8/13/1963   70.59   71.09   70.32   70.79       4450000     445   70.79
      8/14/1963   70.79   71.32   70.39   71.07       4420000     442   71.07
      8/15/1963   71.07   71.71   70.81   71.38       4980000     498   71.38
      8/16/1963   71.38   71.95   71.05   71.49       4130000     413   71.49
      8/19/1963   71.49   71.92   71.15   71.44       3650000     365   71.44
      8/20/1963   71.44   71.91   71.03   71.38       3660000     366   71.38
      8/21/1963   71.38   71.73      71   71.29       3820000     382   71.29
      8/22/1963   71.29   71.81   70.95   71.54       4540000     454   71.54
      8/23/1963   71.54   72.14   71.33   71.76       4880000     488   71.76
      8/26/1963   71.76    72.3   71.57   71.91       4700000     470   71.91
      8/27/1963   71.91   72.04   71.27   71.52       4080000     408   71.52
      8/28/1963   71.52   72.39   71.49   72.04       5120000     512   72.04
      8/29/1963   72.04   72.56   71.83   72.16       5110000     511   72.16
      8/30/1963   72.16   72.71   71.88    72.5       4560000     456    72.5
       9/3/1963    72.5   73.09    72.3   72.66       5570000     557   72.66
       9/4/1963   72.66   73.18   72.32   72.64       6070000     607   72.64
       9/5/1963   72.64   73.19   72.15      73       5700000     570      73
       9/6/1963      73   73.51   72.51   72.84       7160000     716   72.84
       9/9/1963   72.84   73.23   72.26   72.58       5020000     502   72.58
      9/10/1963   72.58   73.27   72.25   72.99       5310000     531   72.99
      9/11/1963   72.99   73.79   72.83    73.2       6670000     667    73.2
      9/12/1963    73.2    73.6   72.72   73.15       5560000     556   73.15
      9/13/1963   73.15   73.59   72.82   73.17       5230000     523   73.17
      9/16/1963   73.17   73.63    72.8   73.07       4740000     474   73.07
      9/17/1963   73.07   73.64   72.79   73.12       4950000     495   73.12
      9/18/1963   73.12   73.44   72.51    72.8       5070000     507    72.8
      9/19/1963    72.8   73.47   72.61   73.22       4080000     408   73.22
      9/20/1963   73.22   73.71   72.92    73.3       5310000     531    73.3
      9/23/1963    73.3   73.53   72.62   72.96       5140000     514   72.96
      9/24/1963   72.96   73.67   72.59    73.3       5520000     552    73.3
      9/25/1963    73.3   73.87   72.58   72.89       6340000     634   72.89
      9/26/1963   72.89   73.07   72.01   72.27       5100000     510   72.27
      9/27/1963   72.27    72.6    71.6   72.13       4350000     435   72.13
      9/30/1963   72.13   72.37   71.28    71.7       3730000     373    71.7
      10/1/1963    71.7   72.65   71.57   72.22       4420000     442   72.22
      10/2/1963   72.22   72.67   71.92    72.3       3780000     378    72.3
      10/3/1963    72.3    73.1    72.1   72.83       4510000     451   72.83
      10/4/1963   72.83   73.19   72.46   72.85       5120000     512   72.85
      10/7/1963   72.85   73.27   72.39    72.7       4050000     405    72.7
      10/8/1963    72.7   73.14   72.24    72.6       4920000     492    72.6
      10/9/1963   71.98   71.98    71.6   71.87       5520000     552   71.87
     10/10/1963   71.87   72.52    71.6    72.2       4470000     447    72.2
     10/11/1963    72.2   72.71   71.87   72.27       4740000     474   72.27
     10/14/1963   72.27   72.43   71.85    72.3       4270000     427    72.3
     10/15/1963    72.3   72.79   71.99    72.4       4550000     455    72.4
     10/16/1963    72.4    73.2   72.08   72.97       5570000     557   72.97
     10/17/1963   72.97   73.77   72.84   73.26       6790000     679   73.26
     10/18/1963   73.26   73.74   72.85   73.32       5830000     583   73.32
     10/21/1963   73.32   73.87   73.03   73.38       5450000     545   73.38
     10/22/1963   73.38   73.55   72.48   72.96       6420000     642   72.96
     10/23/1963   72.96   73.55   72.59      73       5830000     583      73
     10/24/1963      73   73.73   72.74   73.28       6280000     628   73.28
     10/25/1963   73.28   74.41   73.06   74.01       6390000     639   74.01
     10/28/1963   74.01   75.15   73.75   74.48       7150000     715   74.48
     10/29/1963   74.48   75.18   73.97   74.46       6100000     610   74.46
     10/30/1963   74.46   74.59   73.43    73.8       5170000     517    73.8
     10/31/1963    73.8   74.35   73.25   74.01       5030000     503   74.01
      11/1/1963   74.01   74.44   73.47   73.83       5240000     524   73.83
      11/4/1963   73.83   74.27   73.09   73.45       5440000     544   73.45
      11/6/1963   73.45   73.47   72.33   72.81       5600000     560   72.81
      11/7/1963   72.81   73.48   72.58   73.06       4320000     432   73.06
      11/8/1963   73.06   73.66    72.8   73.36       4570000     457   73.36
     11/11/1963   73.52   73.52   73.52   73.52       3970000     397   73.52
     11/12/1963   73.23   73.23   73.23   73.23       4610000     461   73.23
     11/13/1963   73.23   73.67   72.89   73.29       4710000     471   73.29
     11/14/1963   73.29   73.53   72.63   72.95       4610000     461   72.95
     11/15/1963   72.95    73.2   72.09   72.35       4790000     479   72.35
     11/18/1963   72.35   72.52   71.42   71.83       4730000     473   71.83
     11/19/1963   71.83   72.61   71.42    71.9       4430000     443    71.9
     11/20/1963    71.9   73.14   71.49   72.56       5330000     533   72.56
     11/21/1963   72.56   72.86    71.4   71.62       5670000     567   71.62
     11/22/1963   71.62   72.17   69.48   69.61       6630000     663   69.61
     11/26/1963    71.4   72.74    71.4   72.38       9320000     932   72.38
     11/27/1963   72.38   72.78   71.76   72.25       5210000     521   72.25
     11/29/1963   72.25   73.47   72.05   73.23       4810000     481   73.23
      12/2/1963   73.23   74.08   73.02   73.66       4770000     477   73.66
      12/3/1963   73.66   74.01   73.14   73.62       4520000     452   73.62
      12/4/1963   73.62   74.18   73.21    73.8       4790000     479    73.8
      12/5/1963    73.8   74.57   73.45   74.28       5190000     519   74.28
      12/6/1963   74.28   74.63   73.62      74       4830000     483      74
      12/9/1963      74   74.41   73.56   73.96       4430000     443   73.96
     12/10/1963   73.96   74.48    73.4   73.99       4560000     456   73.99
     12/11/1963   73.99   74.37   73.58    73.9       4400000     440    73.9
     12/12/1963    73.9   74.31   73.58   73.91       4220000     422   73.91
     12/13/1963   73.91   74.39   73.68   74.06       4290000     429   74.06
     12/16/1963   74.06   74.66   73.78    74.3       4280000     428    74.3
     12/17/1963    74.3   75.08   74.07   74.74       5140000     514   74.74
     12/18/1963   74.74   75.21   74.25   74.63       6000000     600   74.63
     12/19/1963   74.63   74.92   74.08    74.4       4410000     441    74.4
     12/20/1963    74.4   74.75   73.85   74.28       4600000     460   74.28
     12/23/1963   74.28   74.45   73.49   73.81       4540000     454   73.81
     12/24/1963   73.81   74.48   73.44   73.97       3970000     397   73.97
     12/26/1963   73.97   74.63   73.74   74.32       3700000     370   74.32
     12/27/1963   74.32   74.91   74.09   74.44       4360000     436   74.44
     12/30/1963   74.44   74.94   74.13   74.56       4930000     493   74.56
     12/31/1963   74.56   75.36    74.4   75.02       6730000     673   75.02
       1/2/1964   75.02   75.79   74.82   75.43       4680000     468   75.43
       1/3/1964   75.43   76.04   75.09    75.5       5550000     555    75.5
       1/6/1964    75.5   76.12   75.18   75.67       5480000     548   75.67
       1/7/1964   75.67   76.24   75.25   75.69       5700000     570   75.69
       1/8/1964   75.69   76.35   75.39      76       5380000     538      76
       1/9/1964      76   76.64    75.6   76.28       5180000     518   76.28
      1/10/1964   76.28   76.67   75.74   76.24       5260000     526   76.24
      1/13/1964   76.24   76.71   75.78   76.22       5440000     544   76.22
      1/14/1964   76.22   76.85   75.88   76.36       6500000     650   76.36
      1/15/1964   76.36   77.06   75.96   76.64       6750000     675   76.64
      1/16/1964   76.64   77.21   76.05   76.55       6200000     620   76.55
      1/17/1964   76.55   77.09   76.02   76.56       5600000     560   76.56
      1/20/1964   76.56   77.19   76.02   76.41       5570000     557   76.41
      1/21/1964   76.41   76.99   75.87   76.62       4800000     480   76.62
      1/22/1964   76.62   77.62   76.45   77.03       5430000     543   77.03
      1/23/1964   77.03   77.62   76.67   77.09       5380000     538   77.09
      1/24/1964   77.09   77.56   76.58   77.11       5080000     508   77.11
      1/27/1964   77.11   77.78   76.64   77.08       5240000     524   77.08
      1/28/1964   77.08   77.56   76.63    77.1       4720000     472    77.1
      1/29/1964    77.1   77.36   76.33   76.63       4450000     445   76.63
      1/30/1964   76.63    77.2   76.26    76.7       4230000     423    76.7
      1/31/1964    76.7   77.37   76.39   77.04       4000000     400   77.04
       2/3/1964   77.04   77.55   76.53   76.97       4140000     414   76.97
       2/4/1964   76.97   77.31   76.46   76.88       4320000     432   76.88
       2/5/1964   76.88   77.28   76.36   76.75       4010000     401   76.75
       2/6/1964   76.75   77.26   76.47   76.93       4110000     411   76.93
       2/7/1964   76.93   77.51   76.66   77.18       4710000     471   77.18
      2/10/1964   77.18   77.77   76.83   77.05       4150000     415   77.05
      2/11/1964   77.05   77.65   76.81   77.33       4040000     404   77.33
      2/12/1964   77.33   77.88   77.14   77.57       4650000     465   77.57
      2/13/1964   77.57   77.93    77.1   77.52       4820000     482   77.52
      2/14/1964   77.52   77.82   77.02   77.48       4360000     436   77.48
      2/17/1964   77.48   77.93   77.04   77.46       4780000     478   77.46
      2/18/1964   77.46    77.9      77   77.47       4660000     466   77.47
      2/19/1964   77.47   77.98   77.13   77.55       4280000     428   77.55
      2/20/1964   77.55   77.99   77.16   77.62       4690000     469   77.62
      2/24/1964   77.62   78.16   77.27   77.68       5630000     563   77.68
      2/25/1964   77.68   78.31   77.19   77.68       5010000     501   77.68
      2/26/1964   77.68   78.13   77.33   77.87       5350000     535   77.87
      2/27/1964   77.87   78.29   77.38   77.62       5420000     542   77.62
      2/28/1964   77.62   78.06    77.2    77.8       4980000     498    77.8
       3/2/1964    77.8   78.38    77.5   77.97       5690000     569   77.97
       3/3/1964   77.97   78.66   77.69   78.22       5350000     535   78.22
       3/4/1964   78.22    78.7    77.7   78.07       5250000     525   78.07
       3/5/1964   78.07   78.44   77.58   78.06       4680000     468   78.06
       3/6/1964   78.06    78.6   77.85   78.31       4790000     479   78.31
       3/9/1964   78.31   78.88   77.95   78.33       5510000     551   78.33
      3/10/1964   78.33    78.9   77.95   78.59       5500000     550   78.59
      3/11/1964   78.59   79.42   78.45   78.95       6180000     618   78.95
      3/12/1964   78.95   79.41   78.55   79.08       5290000     529   79.08
      3/13/1964   79.08   79.59   78.74   79.14       5660000     566   79.14
      3/16/1964   79.14    79.6   78.72   79.14       5140000     514   79.14
      3/17/1964   79.14   79.65   78.77   79.32       5480000     548   79.32
      3/18/1964   79.32   79.89    78.9   79.38       5890000     589   79.38
      3/19/1964   79.38   79.85   78.94    79.3       5670000     567    79.3
      3/20/1964    79.3   79.35   78.92   78.92       5020000     502   78.92
      3/23/1964   78.92   79.33   78.45   78.93       4940000     494   78.93
      3/24/1964   78.93   79.34   78.51   78.79       5210000     521   78.79
      3/25/1964   78.79   79.33   78.17   78.98       5420000     542   78.98
      3/26/1964   78.98   79.58   78.67   79.19       5760000     576   79.19
      3/30/1964   79.19   79.67   78.75   79.14       6060000     606   79.14
      3/31/1964   79.14   79.51   78.57   78.98       5270000     527   78.98
       4/1/1964   78.98   79.58   78.67   79.24       5510000     551   79.24
       4/2/1964   79.24   80.09   79.13    79.7       6840000     684    79.7
       4/3/1964    79.7   80.37   79.45   79.94       5990000     599   79.94
       4/6/1964   79.94   80.45   79.55   80.02       5840000     584   80.02
